cardcode;calldate;Result;ShortComment;LongComment;Found;Interest
A.01925;4/3/2021;Αλλο;;;;
A.01943;4/3/2021;Ενημέρωση;;δεν ενδιαφερεται για τα προιοντα μας,;;
A.01864;4/3/2021;Αλλο;;;;
A.04034;4/3/2021;Αλλο;Λαθασμένα στοιχεία επικοινωνίας;;;
A.04037;4/3/2021;Ενημέρωση;;ΑΝ ΧΡΕΙΑΣΤΕΙ ΠΑΡΑΓΓΕΛΙΑ ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ;;
A.06138;4/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΠΑΡΑΓΓΕΛΙΑ ΑΝ ΧΡΕΙΑΣΤΕΙ;;
A.03655;4/3/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΑΝ ΧΡΕΙΑΣΤΕΙ ΘΑ ΕΠΙΚΟΙΝΩΝΗΣΕΙ Ο ΙΔΙΟΣ;;
A.01355;4/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03637;4/3/2021;Ενημέρωση;Αντιπρόσωπος μόνο;;;
A.04287;4/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.06670;4/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ;;
A.06105;4/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.04278;4/3/2021;Ενημέρωση;Κατάλογος προϊόντων;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ ;;
A.01449;4/3/2021;Ενημέρωση;;;;
A.03158;4/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.04280;4/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.04292;4/3/2021;Ενημέρωση;Αντιπρόσωπος μόνο;;;
A.04521;5/3/2021;Παραγγελία;;OK ΠΑΡΑΓΓΕΛΙΑ;;
A.01351;5/3/2021;Ενημέρωση;;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ;;
A.01065;5/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.00794;5/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.01114;5/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ;;
A.07264;5/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.01924;5/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.01116;5/3/2021;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΤΑΙ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ;;
A.05356;5/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.06676;5/3/2021;Ενημέρωση;Άλλο;ΑΝ ΑΧΡΕΙΑΣΤΕΙ ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ;;
A.05744;5/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.01444;5/3/2021;Ενημέρωση;Άλλο;;;
A.04506;5/3/2021;Ενημέρωση;;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ,;;
A.01173;5/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΔΑ;;
A.06279;5/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00594;5/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.03803;5/3/2021;Ενημέρωση;;ΔΕΝ ΕΔΝΙΑΦΕΡΕΤΑΙ;;
A.01367;9/3/2021;Παραγγελία;;;;
A.01478;9/3/2021;Παραγγελία;;;;
A.01493;9/3/2021;Παραγγελία;;;;
A.01485;9/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00773;9/3/2021;Παραγγελία;;;;
A.00644;9/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.05761;9/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.00969;9/3/2021;Ενημέρωση;;ΕΔΩΣΕ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ;;
A.00558;9/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.01247;9/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.00596;9/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.04720;9/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.00566;9/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00602;9/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ ΑΡΓΟΤΕΡΑ;;
A.07559;9/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.03397;9/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ ΣΤΟΝ ΠΩΛΗΤΗ;;
A.06882;9/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.06185;9/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.06518;9/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.04021;10/3/2021;Αρνητική Τοποθέτηση;Ανταγωνισμός;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΤΑ ΠΡΟΙΟΝΤΑ ΜΑΣ;;
A.04024;10/3/2021;Ενημέρωση;Δίνει ο ίδιος παραγγελία;ΔΙΝΕΙ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΕΜΠΟΡΟ ΑΝ ΧΡΕΙΣΤΕΙ ΚΑΤΙ;;
A.05877;10/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03510;10/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.00928;10/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.03382;10/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03527;10/3/2021;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ;;
A.03531;10/3/2021;Ενημέρωση;Λαθασμένα στοιχεία επικοινωνίας;;;
A.06814;10/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ;;
A.06894;10/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.06628;10/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03573;10/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.05780;10/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ ΑΝ ΧΡΕΙΑΣΤΕΙ;;
A.03594;10/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03596;10/3/2021;Ενημέρωση;;ΑΝ ΧΡΕΙΑΣΤΕΙ ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ;;
A.06570;11/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.04697;11/3/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΨΩΝΙΖΕΙ ΑΠΟ ΕΜΠΟΡΟ ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ;;
A.00644;12/3/2021;Παραγγελία;;;;
A.01653;12/3/2021;Παραγγελία;;οκ ΠΑΡΑΓΓΕΛΙΑ;;
A.03911;12/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΦΙΑΡΕΤΑΙ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ;;
A.03919;12/3/2021;Ενημέρωση;;;;
A.06821;12/3/2021;Ενημέρωση;;;;
A.01050;12/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ;;
A.03929;12/3/2021;Ενημέρωση;;;;
A.03711;12/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.04256;12/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ;;
A.05379;12/3/2021;Ενημέρωση;;;;
A.06951;12/3/2021;Ενημέρωση;;;;
A.00901;16/3/2021;Ενημέρωση;;παραγγελια στον πωλητη.;;
A.05496;16/3/2021;Ενημέρωση;;ΕΝΗΜΕΡΩΘΗΚΕ ΓΙΑ ΤΗΝ ΕΛΛΕΙΨΗ TWIN CHOCO;;
A.04642;16/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.03934;16/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΣΤΗΝ ΕΤΑΙΡΕΙΑ;;
A.03912;16/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.04576;16/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.06494;16/3/2021;Ενημέρωση;;δΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ ΓΙΑ ΠΑΡΑΓΓΕΛΙΑ;;
A.00740;16/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΔΑΔΑ;;
A.03562;16/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.06910;16/3/2021;Ενημέρωση;;ΑΝ ΘΑ ΧΡΕΙΑΣΤΕΙΙ ΚΑΤΟ ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΠΑΡΑΓΓΕΛΙΑ;;
A.06799;16/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.04623;16/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.00855;16/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.01051;16/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ ΔΕΝ ΕΧΟΥΝ ΔΟΥΛΕΙΑ;;
A.03427;16/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.06373;16/3/2021;Ενημέρωση;;ΔΙΝΕΙΙ Ο ΙΔΙΟΣ ΑΝΑ ΧΡΕΙΑΣΤΕΙ;;
A.04023;16/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.06895;16/3/2021;Παραγγελία;;;;
A.06446;16/3/2021;Ενημέρωση;;παραγγελια αργοτερα;;
A.06937;16/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.01564;16/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03230;16/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.01739;16/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.05661;16/3/2021;Παραγγελία;;οκ παραγγελια;;
A.01478;16/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.04521;17/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.03477;17/3/2021;Ενημέρωση;;παραγγελια την αλλη εβδομαδα;;
A.00468;17/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00506;17/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΣΤΟΝ ΠΩΛΗΤΗ ΟΤΑΝ ΠΕΡΑΣΕΙ,;;
A.00532;17/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00508;17/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.01905;17/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ Ο ΙΔΙΟΣ ΟΤΑΝ ΧΡΕΙΑΣΤΕΙ;;
A.06280;17/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.06570;17/3/2021;Παραγγελία;;οΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.01251;17/3/2021;Ενημέρωση;;ΑΝ ΑΧΡΕΙΑΣΤΕΙ ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ;;
A.05356;17/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.01173;17/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.01444;17/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ,;;
A.01092;17/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.01114;17/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΑΝ ΧΡΕΙΑΣΤΕΙ,;;
A.06072;17/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.01739;17/3/2021;Παραγγελία;;οκ παραγγελια;;
A.01065;17/3/2021;Παραγγελία;;οκ παραγγελια;;
A.00855;18/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.06518;18/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΑΝ ΧΡΕΙΑΣΤΕΙ ;;
A.06636;18/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.07074;18/3/2021;Παραγγελία;;;;
A.00570;18/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΟΤΑΝ ΧΡΕΙΑΣΤΕΙ ;;
A.04083;18/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.04076;18/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.06185;18/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.00558;18/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.00566;18/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.04720;18/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00596;18/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ ΚΑΙ ΣΤΟΝ ΖΑΠΠΑ.;;
A.03397;18/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00568;18/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.01478;19/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.01378;19/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.06275;19/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.06949;19/3/2021;Ενημέρωση;;παραγγελια την αλλη εβδομαδα;;
A.00794;19/3/2021;Ενημέρωση;;παραγγελια αργοτερα;;
A.06818;19/3/2021;Ενημέρωση;;παραγγελια την αλλη εβδομαδα;;
A.04506;19/3/2021;Ενημέρωση;;παραγγελια αργοτερα;;
A.00594;19/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03803;19/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΑΝ ΧΡΕΙΑΣΤΕΙ;;
A.03818;19/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ ΣΤΟΝ ΠΩΛΗΤΗ;;
A.03395;19/3/2021;Ενημέρωση;;ΕΧΕΙ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ,;;
A.01027;19/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03733;19/3/2021;Ενημέρωση;Ανταγωνισμός;ΑΝ ΧΡΕΙΣΤΕΙ ΚΑΤΙ ΘΑ ΜΑΣ ΕΝΗΜΕΡΩΣΕΙ;;
A.03144;19/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.04836;19/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΑΝ ΧΡΕΙΑΣΤΕΙ;;
A.06580;19/3/2021;Ενημέρωση;Άλλο;;;
A.04941;19/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ;;
A.06522;19/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.01640;19/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΑΝ ΧΡΕΙΑΣΤΕΙ;;
A.00745;19/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.06569;19/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.06563;19/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ Ο ΙΔΙΟΣ ΑΝ ΧΡΕΙΑΣΤΕΙ;;
A.06251;19/3/2021;Παραγγελία;;;;
A.05727;19/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.00809;19/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.06320;19/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
C.00032;22/3/2021;Παραγγελία;;;;
A.00637;22/3/2021;Παραγγελία;;OK ΠΑΡΑΓΓΕΛΙΑ;;
A.00581;22/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.06280;22/3/2021;Παραγγελία;;ΟΚ ΠΑΡΑΓΓΕΛΙΑ;;
A.01065;23/3/2021;Ενημέρωση;;παραγγελια αργοτερα;;
A.00454;23/3/2021;Ενημέρωση;;παραγγελια την αλλη εβδομαδα;;
A.00688;23/3/2021;Ενημέρωση;;παραγγελια αργοτερα ;;
A.00469;23/3/2021;Ενημέρωση;;;;
A.00360;23/3/2021;Ενημέρωση;;;;
A.05387;23/3/2021;Ενημέρωση;;παραγγελια αργοτερα;;
A.06786;23/3/2021;Ενημέρωση;;;;
A.06111;23/3/2021;Ενημέρωση;;;;
A.06207;23/3/2021;Ενημέρωση;;δενν ενδιαφερεται;;
A.00681;23/3/2021;Ενημέρωση;;;;
A.04234;23/3/2021;Ενημέρωση;Ανταγωνισμός;;;
A.01739;24/3/2021;Παραγγελία;;OK ΠΑΡΑΓΓΕΛΙΑ;;
A.00412;24/3/2021;Ενημέρωση;;;;
A.04236;24/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.05404;24/3/2021;Ενημέρωση;;;;
A.04813;24/3/2021;Ενημέρωση;;;;
A.05973;24/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΣΤΟΝ ΠΩΛΗΤΗ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.07327;24/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.06117;24/3/2021;Ενημέρωση;;;;
A.00398;24/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03681;24/3/2021;Ενημέρωση;;;;
A.03682;24/3/2021;Ενημέρωση;;δεν ενδιαφερεται ;;
A.03384;24/3/2021;Ενημέρωση;;;;
A.06498;24/3/2021;Ενημέρωση;;;;
A.05466;24/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.06520;24/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.06500;24/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.04295;24/3/2021;Ενημέρωση;;;;
A.00794;26/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ.;;
A.04506;26/3/2021;Παραγγελία;;OK ΠΑΡΑΓΓΕΛΙΑ ;;
A.03912;26/3/2021;Παραγγελία;;;;
A.01173;26/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.06279;26/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.00594;26/3/2021;Ενημέρωση;;;;
A.03818;26/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.06614;26/3/2021;Ενημέρωση;;;;
A.03395;26/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
A.00947;26/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.01027;26/3/2021;Ενημέρωση;;ΘΑ ΔΩΣΕΙ ΣΤΟΝ ΠΩΛΗΤΗ ΑΝ ΧΡΕΙΑΣΤΕΙ;;
A.01166;26/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΑΡΓΟΤΕΡΑ;;
A.03805;26/3/2021;Ενημέρωση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03175;26/3/2021;Αρνητική Τοποθέτηση;;;;
A.04305;26/3/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΙΝΕΙ ΜΟΝΟ ΣΤΟΝ ΕΜΠΟΡΟ;;
A.06691;26/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.00692;26/3/2021;Ενημέρωση;Αντιπρόσωπος μόνο;;;
A.06496;26/3/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.06238;26/3/2021;Ενημέρωση;;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.04182;26/3/2021;Ενημέρωση;Αντιπρόσωπος μόνο;;;
A.06499;26/3/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.03744;26/3/2021;Ενημέρωση;Αντιπρόσωπος μόνο;;;
A.04184;26/3/2021;Ενημέρωση;Αντιπρόσωπος μόνο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
A.04520;26/3/2021;Αρνητική Τοποθέτηση;Άλλο;ΔΕΝ ΕΝΔΙΑΦΕΡΕΤΑΙ;;
C.00032;29/3/2021;Παραγγελία;;;;
C.00614;29/3/2021;Παραγγελία;;;;
A.00581;29/3/2021;Ενημέρωση;;ΠΑΡΑΓΓΕΛΙΑ ΤΗΝ ΑΛΛΗ ΕΒΔΟΜΑΔΑ;;
